time,ref_p_x,ref_p_y,ref_p_z,ref_p_roll,ref_p_pitch,ref_p_yaw,ref_p_qx,ref_p_qy,ref_p_qz,ref_p_qw,act_p_x,act_p_y,act_p_z,act_p_roll,act_p_pitch,act_p_yaw,act_p_qx,act_p_qy,act_p_qz,act_p_qw,ref_t_vx,ref_t_vy,ref_t_vz,ref_t_wx,ref_t_wy,ref_t_wz,act_t_vx,act_t_vy,act_t_vz,act_t_wx,act_t_wy,act_t_wz,wb_p_eskf_x,wb_p_eskf_y,wb_p_eskf_z,wb_p_eskf_roll,wb_p_eskf_pitch,wb_p_eskf_yaw,wb_p_eskf_qx,wb_p_eskf_qy,wb_p_eskf_qz,wb_p_eskf_qw,wb_t_raw_vx,wb_t_raw_vy,wb_t_raw_vz,wb_t_raw_wx,wb_t_raw_wy,wb_t_raw_wz,wb_t_eskf_vx,wb_t_eskf_vy,wb_t_eskf_vz,wb_t_eskf_wx,wb_t_eskf_wy,wb_t_eskf_wz,js_j1_v,js_j2_v,js_j3_v,js_j4_v,js_j5_v,js_j6_v,time_norm,tracking_error_pos_mm,tracking_error_ori_deg
1781970417.4058142,-0.021050161872000556,0.701290781704757,0.38436811637201507,-0.12569166430513376,0.04319401034733228,-0.10439860797890528,-0.06157977543476876,0.024799434425866962,-0.050706020282451615,0.9965048012010159,-0.021057034645621864,0.7013023889649542,0.3843717942063504,-0.12563858905067435,0.04319941666156568,-0.10443937388329105,-0.061552680626437886,0.02480203676112401,-0.050726817646174656,0.9965053519433257,-3.243486094096833e-05,-8.175107358390703e-05,-1.8244420388229053e-05,-0.0005206738314025325,-0.000501295138871872,-0.0002856223029280634,-0.000320406381775122,2.192235569132144e-05,0.000213649400197148,0.000489937313752719,0.0007458975374839491,0.0009689654845097745,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,-0.0013314307283596994,0.0015951804407399973,0.0005006102400005819,0.004550039220977679,0.005544693246821868,-0.012772097488809765,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.0,0.013981772846605912,0.003925884437455066
1781970417.4158053,-0.02105238357293329,0.7012857711824398,0.384363184207619,-0.12566885786107054,0.0432049446159426,-0.10442529678136445,-0.06156778903503303,0.024805125055165154,-0.050719251936629094,0.9965047268364179,-0.021057034645621864,0.7013023889649542,0.3843717942063504,-0.12563858905067435,0.04319941666156568,-0.10443937388329105,-0.061552680626437886,0.02480203676112401,-0.050726817646174656,0.9965053519433257,-7.750857597189652e-05,-0.00012062159361121756,-9.895112980581236e-05,-4.2520108990269656e-05,-0.00018646721424147921,-0.0006500170438370474,-0.00015660817976135294,0.00010969468176689967,0.0001202944443109189,0.0006127456997871434,0.0010714891535993773,0.000641003573708641,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,-0.0005849202108174985,0.0011301831043284878,0.0015073107416619016,-0.007268269095606818,0.0016070778153092543,-0.005310420698494203,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.009991168975830078,0.019285104381487457,0.0019696163880545082
1781970417.4258049,-0.021057979201236067,0.7012859819603008,0.384359842383115,-0.1256159641386098,0.043246348228843434,-0.10450751970398056,-0.06153930790564066,0.02482694022004638,-0.05075955509770723,0.996503890703939,-0.021057034645621864,0.7013023889649542,0.3843717942063504,-0.12563858905067435,0.04319941666156568,-0.10443937388329105,-0.061552680626437886,0.02480203676112401,-0.050726817646174656,0.9965053519433257,-0.00021062860006587202,-2.4791329799424126e-05,-0.000143276988551191,0.0008898572854894597,0.0006863050940943782,-0.0017945112138996475,-1.773309671296303e-05,-4.4015779690813084e-05,8.681187199055998e-05,0.0007057334413033909,0.00018363549694167797,0.0005575658309423483,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,0.00016221379424710908,0.0006647974009343408,0.002514852042195892,-0.019096448093981044,-0.0023338263228349374,0.0021574881036492827,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.01999068260192871,0.020320631527031927,0.00495916449042245
1781970417.4358041,-0.02106231694250653,0.7012862787594942,0.3843573015302587,-0.1255739308194181,0.04327949285125299,-0.10457204708566616,-0.06151667704522049,0.024844370228301223,-0.0507911709002312,0.996503242680051,-0.021065125916389427,0.701305650988922,0.3843766082378281,-0.1256182520125314,0.04322264849388757,-0.10439814743686458,-0.06154243840725017,0.024811826044813304,-0.05070578762218813,0.9965068111482356,-0.00029035585826212636,4.181378841191278e-05,-0.00016600537804558122,0.0014788317604470923,0.001245289989500365,-0.002480817833292525,-3.787601952316452e-05,7.522567238926071e-05,8.743143557075784e-05,0.00039832514366890625,0.0001574195952881869,0.0005572044917143419,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,0.0010393885364774656,-0.00029349159388436313,-0.0004101774416790365,0.004096729207894886,0.0007206115953626467,0.008282067394918931,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.029989957809448242,0.027494045981717202,0.010886686548513115
1781970417.4458058,-0.02106507195897251,0.7013044345440943,0.38437675198933086,-0.12571821492130836,0.043260164368510434,-0.10459763345752648,-0.06158876597973938,0.02483919322839107,-0.05080274385569563,0.9964983289507253,-0.021065125916389427,0.701305650988922,0.3843766082378281,-0.1256182520125314,0.04322264849388757,-0.10439814743686458,-0.06154243840725017,0.024811826044813304,-0.05070578762218813,0.9965068111482356,-0.000285765192989173,0.00016261980233386444,0.0002005737079375737,-0.0011109133412489378,0.0007792363313843676,-0.0025296021513909754,0.00018476428610003965,6.156028759569308e-05,8.490697477994142e-05,0.0003359848938682568,-0.0005191785546104924,0.00013465886530234837,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,-0.0020549705939223815,-0.0018707811592656755,-0.001884942875353276,0.005601026583200714,0.006310766209638883,-0.018647831402252416,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.03999161720275879,0.0012260970255612296,0.012743728151608787
1781970417.4558094,-0.021060446637254492,0.701309866456934,0.3843834136199714,-0.12575427817131807,0.04326499584804644,-0.10456630527967826,-0.061606994299254626,0.02484155120063073,-0.050786532452061106,0.9964979697464786,-0.021065125916389427,0.701305650988922,0.3843766082378281,-0.1256182520125314,0.04322264849388757,-0.10439814743686458,-0.06154243840725017,0.024811826044813304,-0.05070578762218813,0.9965068111482356,-0.00016847807880591222,0.00018121184011433283,0.0002825210773452007,-0.001542236195900218,0.0006657098208153226,-0.0015958831266685682,6.283054112263477e-06,-2.2797302198503352e-05,-1.0775961396807802e-05,-1.0435535044244616e-05,-3.998765441221526e-05,5.030778116593773e-06,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,0.0016364397245215573,-0.000748536263298532,-0.0016976195895640129,0.011342387191333746,-0.009444589249121125,0.015938024421685917,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.04999518394470215,0.00927248887301874,0.012367899423163926
1781970417.4658039,-0.02106381350399533,0.701308012408564,0.38438434708680086,-0.12578762907855773,0.04328713823259944,-0.1046210958280043,-0.06162233812759789,0.024855117090350536,-0.050812710252709455,0.9964953482454835,-0.021065125916389427,0.701305650988922,0.3843766082378281,-0.1256182520125314,0.04322264849388757,-0.10439814743686458,-0.06154243840725017,0.024811826044813304,-0.05070578762218813,0.9965068111482356,-0.00023372286818817902,8.832837652704789e-05,0.00025760453994346156,-0.0017973038701050597,0.0010292884941058168,-0.002179038233386048,3.5310898047607396e-06,3.0109307373786653e-05,-0.00012158277387297785,-0.000239155622836989,0.0005945592790830356,-0.0004156166564340118,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,0.0009932157457130798,0.002022488638903168,0.0020493303376969488,-0.007892824840714845,-0.0033618498497696332,0.009884168188196766,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.05998969078063965,0.008196859913481087,0.016133387389693058
1781970417.475789,-0.021058417060126684,0.7013024696720491,0.38437976223122255,-0.12575101186108784,0.04325495728423667,-0.10453877830748348,-0.061605977230596326,0.02483561935563105,-0.05077317826804132,0.996498860987431,-0.021065125916389427,0.701305650988922,0.3843766082378281,-0.1256182520125314,0.04322264849388757,-0.10439814743686458,-0.06154243840725017,0.024811826044813304,-0.05070578762218813,0.9965068111482356,-5.3188376958854884e-05,1.6530752321266867e-05,0.00013311003947240495,-0.0009607066999982583,0.00016799144466525865,-0.0005503477941480243,7.18047024574377e-05,-1.6772978131902373e-06,-3.44307438935843e-05,-0.00019252273833777345,0.00033776785573062584,-0.00054265824078046,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,0.00023750358444661195,-0.0003178482016947728,0.0008100040715506573,-0.009038656006868416,0.003956434530615097,0.0003010356715114483,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.06997489929199219,0.00806704429960107,0.010996018709826525
1781970417.4857683,-0.02105434975315209,0.7013118248831147,0.38438742621607364,-0.12578203503787047,0.04323073833614188,-0.10448065143004562,-0.061622803658106295,0.024822550617654288,-0.05074460484753345,0.9964996016702747,-0.021065276155289303,0.7013059327183295,0.38437709698735245,-0.12561591324952648,0.043232846507867295,-0.10439937132497226,-0.061540985560537276,0.024816884883569007,-0.05070610116749981,0.9965067589461221,5.528171879663974e-05,0.0001239622144904017,0.00024032022348273,-0.0013530058437179096,-0.00037289692054557364,0.0004346153276390953,0.0002173948793139939,-2.756676575603268e-05,-4.582384765586652e-05,-0.00013434578244534258,2.5933774552347896e-05,-0.000980124811713473,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,-9.571072829425958e-05,-0.002197053306428097,-0.004530909766164278,0.02766366693975851,0.0009703482609405558,-0.0012036724474244005,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.07995414733886719,0.016149205413719718,0.010414640304675747
1781970417.495807,-0.02104803617510178,0.7013123057396413,0.38439009041691685,-0.125818105810057,0.043226319585407236,-0.10442845808410196,-0.061641541743320406,0.024819655855693446,-0.05071829300604581,0.9964998543749337,-0.021065276155289303,0.7013059327183295,0.38437709698735245,-0.12561591324952648,0.043232846507867295,-0.10439937132497226,-0.061540985560537276,0.024816884883569007,-0.05070610116749981,0.9965067589461221,0.00015816350207277665,6.519604829332982e-05,0.0002497482095420415,-0.0017595242251144017,-0.0004908977070538856,0.0012023967960061678,9.468856911629093e-05,7.126245858521957e-05,0.00017795584703091325,-0.00011082102440671224,0.0011515210721186851,-0.0013034233902850662,-0.025083891455094914,0.6925751538417936,0.3124993511732046,-0.12562599939323174,0.04321592746300418,-0.10438548775243543,-0.06154663510076455,0.024808284582967587,-0.0506995981676598,0.9965069550532308,-9.098710558998028e-05,0.00033519582853209573,8.580509360266511e-05,-7.381220341313305e-05,-0.001482243976457815,-0.0008841708095051631,9.742219415514948e-05,-8.961165216764676e-05,-0.00016220178059618912,0.0008207814351541883,-0.0004916317811460911,0.0008294814574972244,0.00029724839492525733,0.0,0.0,0.0014244378529091543,0.0003561094632272886,-0.0014244378529091543,0.08999276161193848,0.022509143238954615,0.011638542142098297
