time,ref_p_x,ref_p_y,ref_p_z,ref_p_roll,ref_p_pitch,ref_p_yaw,ref_p_qx,ref_p_qy,ref_p_qz,ref_p_qw,act_p_x,act_p_y,act_p_z,act_p_roll,act_p_pitch,act_p_yaw,act_p_qx,act_p_qy,act_p_qz,act_p_qw,ref_t_vx,ref_t_vy,ref_t_vz,ref_t_wx,ref_t_wy,ref_t_wz,act_t_vx,act_t_vy,act_t_vz,act_t_wx,act_t_wy,act_t_wz,wb_p_eskf_x,wb_p_eskf_y,wb_p_eskf_z,wb_p_eskf_roll,wb_p_eskf_pitch,wb_p_eskf_yaw,wb_p_eskf_qx,wb_p_eskf_qy,wb_p_eskf_qz,wb_p_eskf_qw,wb_t_raw_vx,wb_t_raw_vy,wb_t_raw_vz,wb_t_raw_wx,wb_t_raw_wy,wb_t_raw_wz,wb_t_eskf_vx,wb_t_eskf_vy,wb_t_eskf_vz,wb_t_eskf_wx,wb_t_eskf_wy,wb_t_eskf_wz,js_j1_v,js_j2_v,js_j3_v,js_j4_v,js_j5_v,js_j6_v,time_norm,tracking_error_pos_mm,tracking_error_ori_deg
1781971004.3138027,0.0009323039746238155,0.8147983593481533,0.38315385524092277,-0.07126067526287753,0.043140139942689615,-0.011240119588008204,-0.03549281189600677,0.021754522281964485,-0.00484684212929083,0.999121368596114,0.0012055408271002266,0.8147633281253417,0.38306717964986603,-0.07128116729068804,0.04385481476286035,-0.011212620676456106,-0.035501069526655486,0.022111102652200575,-0.004820108516132406,0.9991133768276051,-0.0005397835993533428,-2.4943318083252674e-05,0.00021815614429696194,-0.0007480265500409254,-0.002961254478343067,-0.001572108727496839,-0.0004612353053082637,-2.2751067945173013e-05,0.00020859818288620946,0.00026380548998708865,-0.007456806559036215,-0.0012590119630622777,-0.0022379319272616523,0.8096709458513237,0.31090724678709625,-0.0712399571929205,0.04318532262799195,-0.011224895534034916,-0.035482483562127395,0.021776773304718604,-0.004838655146708311,0.999121290293363,0.0022989348608300304,-0.00030750936235386265,-0.0011040983323743606,0.014380675472231208,0.0053609202044835845,0.015096893209594028,-0.0003679625191296538,-3.43749323602385e-05,0.00022527543052321212,-0.00032512369493147735,-0.0018679573646110858,-0.001073066400677129,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.0,0.28878750355222227,0.040996930706817265
1781971004.3238163,0.0009447171122673763,0.8147954205207495,0.3831565586562854,-0.07123365038096177,0.043199076742182374,-0.011220261161921166,-0.0354793395019056,0.021783546764635075,-0.004836162937744602,0.9991212664571308,0.0012055408271002266,0.8147633281253417,0.38306717964986603,-0.07128116729068804,0.04385481476286035,-0.011212620676456106,-0.035501069526655486,0.022111102652200575,-0.004820108516132406,0.9991133768276051,-0.00031565826271139454,-3.7246021116864586e-05,0.00022744262078768955,-0.0001963873411333193,-0.0015351455087926147,-0.0009211523410544019,-0.0008211775854988527,0.00018154933905934254,0.00039566811333590116,0.0005517841158051851,-0.007819491030240112,-0.0009886605504245522,-0.002221061250183347,0.8096685568491357,0.310912884603254,-0.07125860847164917,0.04320456276663151,-0.011134086946249061,-0.03549272879596183,0.02178481826441848,-0.004792743846891701,0.9991209720973102,0.003304232720276713,-0.0005489556099273682,0.0012205701348738515,-0.014784455124123505,-0.01139817711278628,0.02617979600021096,-3.0883844202686864e-05,-6.788568535861343e-05,0.0002806497687131838,-0.0006417779324270738,-0.0013521531106867736,0.0006093960290949254,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.010013580322265625,0.27757438435621484,0.037673453401291974
1781971004.3338075,0.0009640823729387931,0.814795315082617,0.3831628591190167,-0.07126606797805789,0.043206202436710583,-0.011108331085269128,-0.0354967306054781,0.02178519829191746,-0.004779766692888497,0.9991208841186664,0.0012055408271002266,0.8147633281253417,0.38306717964986603,-0.07128116729068804,0.04385481476286035,-0.011212620676456106,-0.035501069526655486,0.022111102652200575,-0.004820108516132406,0.9991133768276051,5.42299021371749e-05,-7.704330781595155e-05,0.0002965523898675469,-0.0007748968481220189,-0.0012974601061814292,0.0010668483045485062,-0.0011449881248324345,-3.439597166400951e-05,-0.0003452216105948047,-0.0001531097794080189,-0.006879550383893981,-0.0008690918690630221,-0.0022149072248884303,0.8096620182709636,0.3109055435486344,-0.07118113318435604,0.043251627102162744,-0.011128116439174565,-0.035453941193877944,0.02180803809971107,-0.0047897654331577055,0.9991218569005101,-0.004311561998430187,-0.0017016314230727174,-0.005210581627752184,0.04365640751124581,0.015890225092886217,-0.038532435468671765,7.508274404553612e-05,-0.00016396910305035273,0.00011435158191036124,0.0007292176621029708,-0.0003681054879601705,0.0006621604736860619,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.020004749298095703,0.26168666633728194,0.03764403374841847
1781971004.3437955,0.0009706171913725347,0.8147795248402894,0.3831517491540119,-0.07115555646857427,0.043265305992840064,-0.011134074472995876,-0.035441055866543086,0.021814915932069145,-0.004792776389291176,0.9991221498377583,0.0012055408271002266,0.8147633281253417,0.38306717964986603,-0.07128116729068804,0.04385481476286035,-0.011212620676456106,-0.035501069526655486,0.022111102652200575,-0.004820108516132406,0.9991133768276051,8.136223431668937e-05,-0.00019014537618786768,5.9484806149468145e-05,0.0011821570012666717,-8.824563436238514e-05,0.0005402953913187569,-0.0012454210115663712,-4.848735540344041e-06,-6.519528584937655e-05,-0.00020200544582186472,-0.005225016113047605,-0.0011786222560586726,-0.0022132949227286506,0.8096563084988342,0.3108966836596649,-0.07109751264013799,0.043296959155909594,-0.011148317620920684,-0.035411803679228214,0.021830841475317542,-0.0047999608049750205,0.9991228044079951,-0.0002184017261475154,0.0006349999193738631,-0.00018867868723597934,0.006209499155375164,-0.00036889639654672304,-0.0007693475124380886,9.070670246964609e-05,-0.00023420255967463786,-4.8551079723132884e-05,0.0020167073343630047,0.0004554405202171686,0.0002863506364657024,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.02999281883239746,0.2502068129170189,0.034786083755692074
1781971004.3538318,0.0009758446861265654,0.8147670212871453,0.3831426038396853,-0.07106708338410511,0.04331355320611685,-0.011155784536983845,-0.03539646833141767,0.02183919038072271,-0.004803727207539769,0.9991231475639493,0.0012055408271002266,0.8147633281253417,0.38306717964986603,-0.07128116729068804,0.04385481476286035,-0.011212620676456106,-0.035501069526655486,0.022111102652200575,-0.004820108516132406,0.9991133768276051,9.56055043160749e-05,-0.00025729937035242397,-0.00010518848150247438,0.002454217168608254,0.0007404659164554085,0.0001532210657290918,-0.0011854896404819278,1.7182553172770125e-05,-2.1654695653232264e-05,-1.936498596880817e-05,-0.005013829423154946,-0.000994318135673219,-0.0022107391052058074,0.8096536953385518,0.310889504964479,-0.07101527383901461,0.043333573960160916,-0.011155176859166477,-0.03537052941285899,0.021849056711943645,-0.004803632980771562,0.9991238507740697,-0.000979732233760756,0.0003897349882041152,0.001500115792100623,-0.009255868322014917,-0.0009867606661729859,-0.006288764065003669,0.00011667892542277233,-0.00023580017699258133,-0.00015711769100424202,0.0030120424707515405,0.000979322601944295,0.0001682674073628121,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.040029048919677734,0.2417907463741978,0.03345632168961742
1781971004.3637605,0.0009805301143791631,0.8147610630583949,0.38313745574315117,-0.07099548025181181,0.04334122279282959,-0.011154944698782743,-0.035360619573937595,0.02185282609627335,-0.004803596981888535,0.9991241194321099,0.0011574120206934158,0.8147657775158301,0.38306947471584724,-0.071270945802579,0.04352542247058078,-0.011260613825665275,-0.035496487358063544,0.021947380808813022,-0.004850083353987899,0.9991170044355822,0.00012472992447340478,-0.00022758651370302432,-0.0001769569954191266,0.0032251569411185298,0.001070576648374235,0.0001740157897253737,-0.0012729412211788412,5.988435240643185e-05,7.163968378741137e-05,0.0003469328830358599,-0.0028289841689980964,-0.0003610112283950475,-0.0022124627455176768,0.809653762484743,0.31088991537098426,-0.07098983705829162,0.043355810336896186,-0.0111842453237635,-0.03535743389700219,0.0218606178492337,-0.004818036473255441,0.9991239921506853,-0.00023059761525422943,5.522477622486562e-05,0.0012731695148021625,-0.010636891475337118,-0.000997298562936291,-0.001672081287184584,6.857509466059231e-05,-0.00019473310421769165,-0.00012361362507971722,0.002937373381812238,0.001210011776247267,-0.00030937294514358534,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.0499577522277832,0.1895543588619645,0.019719157829873213
1781971004.373745,0.0009788444522080908,0.8147607520138671,0.38313995312855265,-0.07098804156884886,0.043360451641730746,-0.01119356787537041,-0.035356420313242376,0.02186309694376254,-0.004822630672305254,0.9991239516536773,0.0011574120206934158,0.8147657775158301,0.38306947471584724,-0.071270945802579,0.04352542247058078,-0.011260613825665275,-0.035496487358063544,0.021947380808813022,-0.004850083353987899,0.9991170044355822,5.0708366587357844e-05,-0.00018428016658953534,-0.00010664141635713617,0.0028458095641457496,0.0012543757164794522,-0.0004631722729726935,-0.0010000914440209349,-0.00016197296244291817,-0.0003088092489443205,-0.00036411356748579984,-0.0020118859966305096,0.0002261030660720213,-0.0022084137762645915,0.8096526858033004,0.3108916084966977,-0.0710004707848189,0.04335503139755426,-0.011164796542249679,-0.03536296117548986,0.021859910443167693,-0.0048082182396276115,0.9991238593118281,0.001519533033600937,-0.0001317527465128222,0.0004781189906952273,-0.007688963293156898,-0.00189491630162076,0.010440277934641065,0.00012372366765664065,-0.00018049801314356254,-7.561253296300497e-05,0.0022682499069060402,0.0009765689714668613,5.809134339787326e-05,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.05994224548339844,0.1920386389303352,0.019011309597281655
1781971004.3838181,0.0009845306791458363,0.8147605276599408,0.38314132387690586,-0.07100445307502795,0.04335329476465932,-0.011155578277922792,-0.03536505685165718,0.021858889496218947,-0.00480360053166606,0.9991238297257269,0.0011574120206934158,0.8147657775158301,0.38306947471584724,-0.071270945802579,0.04352542247058078,-0.011260613825665275,-0.035496487358063544,0.021947380808813022,-0.004850083353987899,0.9991170044355822,0.0001471175904317966,-0.000179286220487186,-6.567095508424169e-05,0.0020832012140753337,0.0008875603740349995,0.0002251029232761855,-0.000884714596698321,-0.00010951800944577281,0.00010464872934255683,0.0006492654315636328,-0.0009885511901244033,0.0006359998835698964,-0.0022013662811446355,0.8096523245263618,0.31089480215491455,-0.07103405552229561,0.04335398532354942,-0.011126251958821193,-0.03538016343512763,0.021858786704067535,-0.0047886143891959975,0.9991233690029396,0.0009935530031350806,-0.00034068276507799014,-0.0020472081917078393,0.013454011154194083,0.0018817096251433963,0.007257924524290941,0.0002195253770312242,-0.00015749480775846438,-1.1101964880709268e-05,0.001326123794403744,0.0007578642092244236,0.0006779149372486934,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.07001543045043945,0.1872907397256408,0.01893776864542812
1781971004.3938107,0.000991900652532155,0.8147635842605739,0.3831449875081913,-0.07104474450068432,0.04335423467350985,-0.011115662685972832,-0.03538561818495905,0.021858749587437457,-0.004783203128716624,0.9991232026431833,0.0011574120206934158,0.8147657775158301,0.38306947471584724,-0.071270945802579,0.04352542247058078,-0.011260613825665275,-0.035496487358063544,0.021947380808813022,-0.004850083353987899,0.9991170044355822,0.00024567069059722407,-0.00014962627116045364,8.602039714048087e-06,0.0010527550386295096,0.0007110329628000658,0.00084141823776053,-0.0008065212852657676,-0.00020367225411700731,-6.004284811850512e-05,-6.090066214675206e-05,-0.0004917888622304854,0.0007629602247132131,-0.002193218365595176,0.8096515344331073,0.310891513425695,-0.07102314268162668,0.043362009324093,-0.011076091689979051,-0.035375234742274005,0.02186188196305345,-0.004763532627496926,0.9991235956973082,0.00018218991473992609,0.0005484086391131708,0.00028963387580183044,-0.00597182666188209,0.002866905448164448,-0.00048725729448240943,0.0003162058081802138,-0.0001440734379110598,-6.323044841170831e-05,0.001248077218775541,0.0007038978672797785,0.0013924975140755971,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.08000802993774414,0.1819368164139166,0.017994468719606256
1781971004.4038327,0.0010004967387369005,0.8147606310105878,0.38313940224915954,-0.07101621967013044,0.04336450096589517,-0.01106340986631162,-0.03537190702746965,0.021862885835567267,-0.004757228570152566,0.9991237216643956,0.0011574120206934158,0.8147657775158301,0.38306947471584724,-0.071270945802579,0.04352542247058078,-0.011260613825665275,-0.035496487358063544,0.021947380808813022,-0.004850083353987899,0.9991170044355822,0.0003388111002908722,-0.00014229385035317935,-8.625152546892892e-05,0.001310674618328987,0.0007016111918760865,0.0015691089445814778,-0.0006435300374885004,2.2408090789298334e-05,0.0006525611050627544,0.0013092690440443117,0.00020898442081725252,0.00041632698570068683,-0.0021865884199382987,0.8096532147909832,0.3108906160055793,-0.0710426007080172,0.043377040159632806,-0.01104177923259494,-0.035385283044088126,0.021868829883810257,-0.0047459109772621305,0.9991231717108848,-0.0007949852279563178,0.00019930638330867213,-0.0019028739831154166,0.006746225627643227,0.010599226549244046,-0.010107659833226961,0.0003723958322907596,-9.262619704718248e-05,-6.740785049856403e-05,0.0006975030902956829,0.0007930430936544255,0.0017392039706723788,-0.00445872592387886,-0.00029724839492525733,-0.0007122189264545771,-0.018161582624591718,0.005697751411636617,0.024215443499455622,0.09002995491027832,0.17186841519850515,0.020281990949385136
