time,ref_p_x,ref_p_y,ref_p_z,ref_p_roll,ref_p_pitch,ref_p_yaw,ref_p_qx,ref_p_qy,ref_p_qz,ref_p_qw,act_p_x,act_p_y,act_p_z,act_p_roll,act_p_pitch,act_p_yaw,act_p_qx,act_p_qy,act_p_qz,act_p_qw,ref_t_vx,ref_t_vy,ref_t_vz,ref_t_wx,ref_t_wy,ref_t_wz,act_t_vx,act_t_vy,act_t_vz,act_t_wx,act_t_wy,act_t_wz,cmd_t_vx,cmd_t_vy,cmd_t_vz,cmd_t_wx,cmd_t_wy,cmd_t_wz,wb_p_eskf_x,wb_p_eskf_y,wb_p_eskf_z,wb_p_eskf_roll,wb_p_eskf_pitch,wb_p_eskf_yaw,wb_p_eskf_qx,wb_p_eskf_qy,wb_p_eskf_qz,wb_p_eskf_qw,wb_t_raw_vx,wb_t_raw_vy,wb_t_raw_vz,wb_t_raw_wx,wb_t_raw_wy,wb_t_raw_wz,wb_t_eskf_vx,wb_t_eskf_vy,wb_t_eskf_vz,wb_t_eskf_wx,wb_t_eskf_wy,wb_t_eskf_wz,js_j1_v,js_j2_v,js_j3_v,js_j4_v,js_j5_v,js_j6_v,time_norm,tracking_error_pos_mm,tracking_error_ori_deg
1782102026.9142256,-0.12433090482419601,0.8391819719411244,0.38446408236981333,-0.07516224054841977,0.058390713759556956,-0.11328158597619889,-0.035844673089820575,0.031249897524513223,-0.055451411200536864,0.9973283031738648,-0.12432827830219922,0.8391366479476876,0.3844474880133932,-0.07510940864913598,0.058384292423594886,-0.11327852536008032,-0.03581856058296673,0.031245176203695567,-0.05545083606015884,0.9973294212355283,0.0001118804056722596,-3.256991464346255e-05,0.00013049327314090635,-0.0006664808871326238,-0.0003126122286226556,0.0006079206956636661,-4.0594652317446364e-06,-3.4101087184314006e-05,-0.00017679737375104858,-0.00041470065971958056,0.0006566154030681001,-0.00037856715977897283,0.00030278756752440735,0.0021917321595648887,0.0015503762271032089,-0.004544714956938721,-0.0041858434179210015,0.003954091274763652,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.0,0.04833772505879264,0.003044201501806889
1782102026.9242582,-0.12434103908395526,0.8391811017615468,0.38446920338067875,-0.07516804235148022,0.058398620167341875,-0.11336088927886132,-0.035846099070949385,0.03125542191559139,-0.055490711440095236,0.9973258929387857,-0.12432827830219922,0.8391366479476876,0.3844474880133932,-0.07510940864913598,0.058384292423594886,-0.11327852536008032,-0.03581856058296673,0.031245176203695567,-0.05545083606015884,0.9973294212355283,-8.906196857071681e-05,-4.10235025395329e-05,0.0001941194357368958,-0.0005764562496292237,-3.463620708819197e-05,-0.0007762585013987285,7.992212746210235e-05,-8.434754418683554e-05,-0.00014472669619955322,2.836667704363042e-05,-1.2659622919433458e-05,-0.00025140250282452395,-0.0012823639167046797,0.002432570843801184,0.002599798890821704,-0.004673304610543058,0.001471906557220664,-0.006369731164243734,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.01003265380859375,0.051093407539533876,0.005690295991212319
1782102026.934249,-0.12434846251242022,0.8391790208079479,0.38446967556406436,-0.07519622984354987,0.05842257775077697,-0.11343298643476701,-0.03585833697123705,0.031269441908280515,-0.055525753881896914,0.9973230631687252,-0.12432827830219922,0.8391366479476876,0.3844474880133932,-0.07510940864913598,0.058384292423594886,-0.11327852536008032,-0.03581856058296673,0.031245176203695567,-0.05545083606015884,0.9973294212355283,-0.00023379350444365388,-9.273246964171013e-05,0.00017420573748129422,-0.0008750672255399059,0.0004513339128762288,-0.0017961328979031652,8.784767151065718e-05,-1.902480128818698e-06,-5.418807354824718e-05,-0.00023321897745589177,-1.000312195870238e-05,0.00011217638339373591,-0.0025816974388546176,0.0016278735993204632,0.0019257356531066838,-0.006402471578353696,0.005483779535846098,-0.014698096620091484,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.020023345947265625,0.05191482479670339,0.010136068906695528
1782102026.9442353,-0.12434774421072192,0.8391698716730965,0.38446799476693205,-0.07518101893140403,0.058423839088271645,-0.11342740196250431,-0.03585080278475641,0.03126954840707932,-0.05552318223943276,0.9973234738619725,-0.12432783016721516,0.839136261776355,0.38444246060855203,-0.07512725046301022,0.05840371975604164,-0.11329319282350006,-0.035826668554120956,0.03125562013324727,-0.055457491367508785,0.9973284327049049,-0.00018275772911649472,-0.00020987394688601037,0.00011682161906599124,-0.00048757772145962376,0.0003910970708503891,-0.0014089742083820025,0.00022975737441912556,-0.000114412205170528,-0.00010124790938454322,-0.0004851354344175649,-0.00027885441567102227,3.872665885789276e-05,-0.0023579056139599267,0.0010431426948390742,0.0013127310976402285,-0.002974105096622641,0.003988538930060156,-0.012395748559580122,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.030009746551513672,0.04667105668334562,0.008196572243209894
1782102026.954258,-0.12434077714011527,0.8391593838590123,0.3844648417954535,-0.07512250889090502,0.05840554029395184,-0.11335107038556788,-0.035823347090438495,0.03125743307655973,-0.05548639129827278,0.9973268877661914,-0.12432783016721516,0.839136261776355,0.38444246060855203,-0.07512725046301022,0.05840371975604164,-0.11329319282350006,-0.035826668554120956,0.03125562013324727,-0.055457491367508785,0.9973284327049049,-3.3482220718070383e-06,-0.00028693866844689667,3.9499579493967985e-05,0.00047853561527470275,-6.596547348720937e-05,4.524460180086896e-05,9.208204344550616e-05,-5.907174162209087e-05,-0.00012712171827903313,-0.000595414221062982,-0.0006342098755425553,0.0002276992558965483,-0.0006898199813195011,0.00026748426933759337,0.0017375186210361819,0.004590224832953786,0.0033688726434843636,-0.0042451024450302684,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.040032386779785156,0.03468677472474955,0.0033446440660415207
1782102026.964252,-0.12433370640653747,0.8391519247583875,0.3844611839924897,-0.07510140530548544,0.05837879472399532,-0.11327092502144377,-0.03581484676387064,0.03124207703687406,-0.05544727859688748,0.9973298494830591,-0.12432783016721516,0.839136261776355,0.38444246060855203,-0.07512725046301022,0.05840371975604164,-0.11329319282350006,-0.035826668554120956,0.03125562013324727,-0.055457491367508785,0.9973284327049049,0.00015375894378109707,-0.0003472138725112222,-3.0672680517843486e-05,0.0006693835029317463,-0.000590820345051915,0.0013129212056105194,4.538160831569848e-05,-3.450759235316049e-05,-5.242229339283067e-05,-0.0005163264686975635,0.00014073290194335116,-0.0003128861180479403,0.00021638030767764612,-0.0003391805357114087,0.0012685331581449555,0.0056738963977190325,-0.004766123125625209,0.007040213614093447,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.05002641677856445,0.025108251647614238,0.002374779032390715
1782102026.9742546,-0.12433104113752091,0.8391453825714648,0.3844586023594398,-0.07508114399992573,0.05838486393005016,-0.11324780648231779,-0.03580492942231116,0.03124412756622399,-0.05543594801222829,0.9973307712036537,-0.12432783016721516,0.839136261776355,0.38444246060855203,-0.07512725046301022,0.05840371975604164,-0.11329319282350006,-0.035826668554120956,0.03125562013324727,-0.055457491367508785,0.9973284327049049,0.00016958822585866887,-0.0003746827597636763,-6.935226646180096e-05,0.0008697005837655324,-0.0004231246040029886,0.001482441666055934,8.163285694060457e-05,-1.330111156476513e-05,2.3199032041558296e-05,-0.0005170953127598809,0.0005217109250866496,-0.0009548197551663194,-7.387817566772052e-05,-0.0012333299398936159,5.5788802144009624e-05,0.006568026748259109,-0.00456393557216237,0.01174109863531443,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.060029029846191406,0.0188163587194973,0.0037558305227297023
1782102026.9842417,-0.12433218382593256,0.8391369748573636,0.38445678848415543,-0.0750518917070098,0.05840066834022961,-0.11325842263594757,-0.03578972107828307,0.03125138685962004,-0.055441389983860376,0.9973307871319057,-0.12432783016721516,0.839136261776355,0.38444246060855203,-0.07512725046301022,0.05840371975604164,-0.11329319282350006,-0.035826668554120956,0.03125562013324727,-0.055457491367508785,0.9973284327049049,0.00010738094015738363,-0.0004136790200895028,-8.922967056803744e-05,0.0012168509808576887,-8.235565414553076e-05,0.0010855743938741119,0.0001817357996348091,-8.09312900674064e-05,-0.0002435914392751324,-0.0006768977785272565,0.0006587328028313631,-0.0011789933819236786,-0.00034210234752641726,-0.0013662926254407533,0.0017800194457004718,0.011525104513358229,-0.0030415810400995155,0.00996347459205996,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.07001614570617676,0.014991692634888946,0.004651675375039789
1782102026.9942422,-0.12434516786338093,0.839127437374335,0.38446130536392137,-0.07506587863080581,0.058410539837577824,-0.11336568432030432,-0.03579473505620936,0.03125861629322982,-0.05549446603176678,0.9973274287261619,-0.1243230896448212,0.8391335621411071,0.3844382608381012,-0.07515408423519891,0.05840830793185714,-0.11331944792587022,-0.035839506992020785,0.031259122357908835,-0.0554700746779915,0.9973271618797916,-0.00014515633935866345,-0.0005089249379195358,1.378010355226089e-06,0.0008906966628558973,0.00022415930463841224,-0.0008308139760535899,-2.8820875042357663e-05,9.452758028989254e-05,0.00020304136362675804,-1.3754924782989242e-05,0.0005824631271741028,-0.0005574418944344467,-0.0018029791633112034,-0.0026790151981024033,0.0004148440637347906,0.008047333043360581,-0.0006843839095156618,-0.003061768980827118,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.0800166130065918,0.032496317838508954,0.005842812159321687
1782102027.004251,-0.12434734791312034,0.8391191511810617,0.38446562952220276,-0.07509679390672924,0.0583671214611039,-0.1133415919669016,-0.03581177991158329,0.031237394242245833,-0.05548281802724234,0.9973281298169999,-0.1243230896448212,0.8391335621411071,0.3844382608381012,-0.07515408423519891,0.05840830793185714,-0.11331944792587022,-0.035839506992020785,0.031259122357908835,-0.0554700746779915,0.9973271618797916,-0.00010809449214005539,-0.000605471682660216,7.179261499347737e-05,0.0002147884939902899,-0.000551980809219208,-0.00035480282147857655,-2.29987018671713e-05,9.094127845459731e-05,0.00016391547376514253,0.0001465710048635784,0.0003530016437481966,-0.000175282268911855,-0.001469453979818426,-0.00362000932703137,0.0006559202273881405,0.0027493075933007565,-0.005339299681750654,-0.002044789461415096,-0.12915841766666278,0.8341832877363425,0.31230410670469233,-0.07517273329165992,0.05837131095974524,-0.11338017577175784,-0.03584892460520412,0.031242281374347168,-0.055500790216909734,0.997325642277624,0.0034365561402685744,7.05141081257715e-05,0.0015217996293596502,-0.010878894565114398,-0.0018850864867921884,0.02630052872198562,-0.00017024027900389843,-0.0005379826923203762,0.00022182520613906885,-0.0009863718369642822,-0.00017308666392124126,-0.0009192037151306343,-0.00029724839492525733,0.0,0.0,-0.0010683283896818657,0.0,0.0007122189264545771,0.09002542495727539,0.0393088313201435,0.004294099177710401
