time,ref_pose_x,ref_pose_y,ref_pose_z,ref_pose_roll,ref_pose_pitch,ref_pose_yaw,actual_pose_x,actual_pose_y,actual_pose_z,actual_pose_roll,actual_pose_pitch,actual_pose_yaw,ref_twist_vx,ref_twist_vy,ref_twist_vz,ref_twist_wx,ref_twist_wy,ref_twist_wz,actual_twist_vx,actual_twist_vy,actual_twist_vz,actual_twist_wx,actual_twist_wy,actual_twist_wz,error_3d_mm
1781528604.8751998,0.026996342961436128,0.7469126416835847,0.3608737966040369,0.3610444666770129,0.04492162689515711,0.030750982289765305,0.026986578688425633,0.746849380064077,0.36084549701408813,0.36130241982838507,0.04508500919175429,0.030743583327662888,6.013540238729513e-06,0.0002444711177709911,9.980604968025207e-05,0.0012163475179821316,-0.0002479756825910895,-0.0002438380821021279,-8.368453200283075e-05,-0.0002282842543504903,-0.0003707424809001788,-0.003324191773951306,-0.0009590311737330149,0.001244166927291856,0.06998742973874893
1781528604.8851829,0.026996342961436128,0.7469126416835847,0.3608737966040369,0.3610444666770129,0.04492162689515711,0.030750982289765305,0.026986578688425633,0.746849380064077,0.36084549701408813,0.36130241982838507,0.04508500919175429,0.030743583327662888,6.013540238729513e-06,0.0002444711177709911,9.980604968025207e-05,0.0012163475179821316,-0.0002479756825910895,-0.0002438380821021279,1.941650164996393e-05,-0.00013873842379274592,-0.0005815335448765693,-0.004808510519997111,-0.0007448487111547655,0.000916898179236238,0.06998742973874893
1781528604.895186,0.02699398938690924,0.7469122882832875,0.3608666363973438,0.36114055457768324,0.04494279664605161,0.030729623686602064,0.026986578688425633,0.746849380064077,0.36084549701408813,0.36130241982838507,0.04508500919175429,0.030743583327662888,-1.5781243139671377e-05,0.0002686089095425741,6.360308416412548e-05,0.002143026809688632,-8.699356741074404e-05,-0.0005167866273822963,8.64793129108615e-05,-0.00024031010118994814,-0.0007304108723186214,-0.006428213165120599,-0.0010181121106827727,0.0006667096416743981,0.06677751133938767
1781528604.905194,0.026991966305189914,0.7469120810035809,0.3608605506793682,0.3612194260986966,0.04496051089818587,0.030712133209756326,0.026984529284181102,0.7468384943136714,0.36081036263182686,0.36107576854072543,0.045047962995189206,0.030788486751491734,-3.307754572609299e-05,0.0002845825331162433,3.373439974977494e-05,0.002778695285115994,3.6005724489302025e-05,-0.0007071534499246186,4.2844226695854056e-05,-0.00021194155726786117,-0.0005003511698420635,-0.0060906876717371165,-0.0013112026644522686,0.0006177977436739987,0.08938204701907297
1781528604.9151921,0.02699023017488623,0.7469120098028027,0.36085541112816244,0.3612832391166652,0.04497515077940428,0.030698019436200707,0.026984529284181102,0.7468384943136714,0.36081036263182686,0.36107576854072543,0.045047962995189206,0.030788486751491734,-4.654342698975255e-05,0.00029379977961824244,9.329172703602977e-06,0.003178919348175292,0.00012717904895127272,-0.0008304333300630663,-2.6001618576166696e-05,-0.00026767867061157005,-0.0005599309900589661,-0.0063085359137591045,-0.0013091527593297998,0.0006944803090667969,0.08640830005929137
1781528604.9251876,0.027000664875745144,0.7469103478844282,0.36084663592827676,0.3613478793261752,0.044952896942740184,0.030774191546375618,0.026984529284181102,0.7468384943136714,0.36081036263182686,0.36107576854072543,0.045047962995189206,0.030788486751491734,2.0289462974504662e-05,0.0002908340251741052,-3.7450398351434814e-05,0.003500176091554378,0.00017972030380829598,0.00012320269874956948,-2.3376218936871156e-05,-7.459002937904297e-05,-0.0004155345102612374,-0.004925738064152146,-0.0007994812451077942,0.0008383986992056569,0.08209168643025917
1781528604.9351916,0.027009582541617748,0.7469090490907906,0.36083923772687176,0.36139902470694485,0.044934062641160954,0.03083809392264583,0.026984529284181102,0.7468384943136714,0.36081036263182686,0.36107576854072543,0.045047962995189206,0.030788486751491734,7.368402464479889e-05,0.0002847680347264094,-7.452924750692478e-05,0.0036450728973368147,0.00021418060597507482,0.0008343569604566672,5.782109329904336e-05,8.303027547724193e-05,-0.0001638125407775397,-0.0018136374534987712,-0.0004684069811678431,0.0003909052501848473,0.08024595563871986
1781528604.945198,0.027017168363740778,0.7469080593618492,0.3608330392435684,0.3614386591567078,0.04491830674528319,0.03089105402250661,0.026984529284181102,0.7468384943136714,0.36081036263182686,0.36107576854072543,0.045047962995189206,0.030788486751491734,0.00011561409383460016,0.0002762901203067486,-0.0001033507908939871,0.0036538631180602376,0.00023414709295159543,0.0013443617465811334,0.00013215877633056047,0.000526622041353077,0.0005733555277857748,0.0008952967502927965,-0.00029569730493566476,0.00010081923016934624,0.08011762704023202
1781528604.9551883,0.02702358844202334,0.7469073274045421,0.3608278814023241,0.36146858417217587,0.044905289206428334,0.030934365935246372,0.026985884744328503,0.7468414223616106,0.36080391479364504,0.36091755924131286,0.04501296802289745,0.03080613499235288,0.000147809479702826,0.0002659834018605399,-0.00012517839267895577,0.0035604327952553022,0.00024270499730027678,0.0016896919216662584,-2.6008456150516135e-05,0.0007159168433005321,0.0011977358435708034,0.002244711733264883,-0.00027498901256994124,-1.826441629451566e-05,0.07962061187438285
1781528604.965188,0.027025811978893248,0.7469000414495098,0.360831581184829,0.36133202705389994,0.04491563218225081,0.030968086785039928,0.026985884744328503,0.7468414223616106,0.36080391479364504,0.36091755924131286,0.04501296802289745,0.03080613499235288,0.0001434004289345552,0.00014161540427666582,-0.00011563169165056289,0.0016644134542736862,0.0004518820972918222,0.0018093009902737946,2.801356547617075e-05,0.0019161832739064385,0.002925807801835984,0.00561046274234574,-0.00031306709345816345,4.424092409597061e-05,0.07613022216751665
1781528604.975198,0.027016713994540333,0.7468922805285403,0.36083266225718086,0.3613455287437092,0.044891308890146364,0.03097319218116476,0.026985884744328503,0.7468414223616106,0.36080391479364504,0.36091755924131286,0.04501296802289745,0.03080613499235288,8.53991285538565e-05,8.874148105797218e-05,-9.951206280664256e-05,0.001627602967151961,0.00017384302989802679,0.0017577401331276294,0.00016630985794396477,0.0027271644047911414,0.0037601857921692942,0.006935118305244227,-0.0003302846908478466,0.00013982558220233238,0.06605613122049675
1781528604.9851894,0.027008874163869295,0.7468856905334857,0.3608336878625595,0.3613553197328687,0.04487127203276864,0.03097591841189254,0.026985884744328503,0.7468414223616106,0.36080391479364504,0.36091755924131286,0.04501296802289745,0.03080613499235288,3.7755148127500744e-05,4.517127036019997e-05,-8.531073866513697e-05,0.0015554683921411296,-3.924084051555704e-05,0.0016709948661013,1.4603403413790155e-05,0.001348341644920809,0.0017937137387673899,0.005850389531696862,-0.00026189257832713624,0.0003165778660008704,0.0580914803097524
1781528604.9952009,0.02700215037373675,0.746880120795737,0.36083465436009254,0.36136206251322894,0.04485499536642257,0.03097678744738669,0.026985884744328503,0.7468414223616106,0.36080391479364504,0.36091755924131286,0.04501296802289745,0.03080613499235288,-9.705562993689214e-07,9.62190910216509e-06,-7.282932323347845e-05,0.0014588416469445756,-0.00019782328110241984,0.0015602611496158176,-4.8089552174932554e-05,0.0009437079171322599,0.0009236140673476523,0.005532997733807112,8.288816943623678e-05,0.0004122681760945475,0.052029419074812754
1781528605.0051894,0.02699641255663696,0.7468754367401886,0.3608355594150441,0.3613663368733967,0.044841981647875784,0.030976241198277438,0.026989821487083898,0.7469209055872028,0.3609124968370513,0.3612039741051306,0.044992844023724166,0.030825437848235188,-3.204621419124009e-05,-1.9038083062602098e-05,-6.188675654566361e-05,0.0013465090244868597,-0.00031122880215747535,0.0014345844713139614,-5.2548354088712404e-05,0.0007905106613456355,0.0001539314572204961,0.005263641409429869,0.00019727070923300445,0.0005089928917857705,0.0896115235433846
1781528605.0151942,0.02700085600549021,0.7468834721765208,0.36084483756744323,0.36136329893804453,0.044826453400141686,0.0309755240541483,0.026989821487083898,0.7469209055872028,0.3609124968370513,0.3612039741051306,0.044992844023724166,0.030825437848235188,5.451768738207252e-06,3.271271036450903e-05,8.945240756068676e-07,0.0011666946375550368,-0.0004385903716786202,0.001330590237837769,-0.00017691715664683538,0.0004994865187279735,-0.0004372139483570983,0.003893039708271565,5.023000018802258e-05,0.0009401941492983902,0.07810760267502376
1781528605.0251963,0.026996699565380436,0.7468761680200181,0.3608371433180306,0.3613864573457477,0.0448432256767517,0.030965255360122984,0.026989821487083898,0.7469209055872028,0.3609124968370513,0.3612039741051306,0.044992844023724166,0.030825437848235188,-2.7356258811909038e-05,-6.197876937810686e-06,-4.445786097369531e-05,0.0012971723650941022,-0.00025903037044024927,0.0010158318140808253,3.3669849595065814e-05,0.00011212550733073206,-0.0003487756732480494,0.0023936477219176633,-0.00016569366209797726,0.0009816404451954241,0.08790284811918572
1781528605.0351827,0.02699314987846596,0.7468700130507706,0.3608306075191914,0.3614047090401909,0.04485788494413723,0.030955829401153434,0.026989821487083898,0.7469209055872028,0.3609124968370513,0.3612039741051306,0.044992844023724166,0.030825437848235188,-5.3347030939853086e-05,-3.7355718378321894e-05,-8.03022118535071e-05,0.0013594281355047812,-0.0001174038119519331,0.0007521869208862399,8.818596865887785e-05,-0.00010333928445726683,-0.0002950287109304026,0.001052558969886664,-0.0006042419850159778,0.0015263161185475832,0.09647273621731653
1781528605.045196,0.0269901277085819,0.7468648591421551,0.36082508498144106,0.3614187846992939,0.044870559743857674,0.030947292859536762,0.026989821487083898,0.7469209055872028,0.3609124968370513,0.3612039741051306,0.044992844023724166,0.030825437848235188,-7.35357639680181e-05,-6.189506209509173e-05,-0.00010805958384811881,0.0013688633029199427,-8.075692105423651e-06,0.0005340565919115527,-0.00020210337493884326,-7.809582428443525e-06,0.0002304153289752448,0.0012303880951507285,-0.0005959509862493928,0.002410133482276773,0.10383703710777036
1781528605.0551775,0.026987563894042634,0.7468605731734785,0.36082044566891647,0.36142934610888194,0.044881400703282726,0.0309396563720043,0.026989821487083898,0.7469209055872028,0.3609124968370513,0.3612039741051306,0.044992844023724166,0.030825437848235188,-8.881096403061276e-05,-8.08103151278688e-05,-0.00012897323222165288,0.0013384634471472914,7.406007543392798e-05,0.00035599979112168234,-4.8340560513860764e-05,0.00012709471278427189,0.0004927442840663199,0.0011738151101628835,-0.0002864892530727676,0.0023871385553265886,0.11008412431918595
